振動,温度,電力,油塗布,スイッチ,故障
39,251,913,"F","C","F"
16,250,932,"F","D","F"
27,251,924,"F","C","F"
21,251,928,"F","D","F"
2,250,943,"F","C","F"
63,252,873,"F","D","F"
15,251,932,"F","B","F"
61,252,878,"F","B","F"
8,251,937,"F","B","F"
25,251,925,"F","D","F"
26,251,924,"F","D","F"
29,250,924,"F","D","F"
52,251,899,"F","C","F"
37,251,915,"F","D","F"
19,251,930,"F","D","F"
46,251,908,"F","D","F"
58,251,891,"F","C","F"
45,251,909,"F","D","F"
4,250,941,"F","A","F"
20,250,930,"F","A","F"
49,251,903,"F","B","F"
57,251,891,"F","A","F"
60,252,885,"F","C","F"
12,250,935,"F","D","F"
5,251,939,"F","B","F"
42,251,911,"F","A","F"
38,251,914,"F","B","F"
54,252,896,"F","A","F"
13,251,933,"F","B","F"
62,252,873,"F","D","F"
2,250,941,"F","B","F"
32,251,911,"F","C","F"
49,252,873,"F","C","F"
10,251,933,"F","B","F"
24,251,922,"F","C","F"
22,250,923,"F","A","F"
14,251,930,"F","A","F"
13,251,930,"F","A","F"
4,250,939,"F","A","F"
44,251,891,"F","A","F"
38,251,901,"F","A","F"
27,251,915,"F","D","F"
33,251,909,"F","A","F"
5,250,937,"F","D","F"
7,250,936,"F","C","F"
31,251,911,"F","B","F"
43,252,895,"F","A","F"
1,250,943,"F","B","F"
0,250,945,"F","C","F"
19,251,927,"F","A","F"
12,250,931,"F","C","F"
18,251,927,"F","A","F"
23,251,922,"F","A","F"
34,251,908,"F","A","F"
28,251,914,"F","C","F"
20,251,924,"F","A","F"
37,251,903,"F","D","F"
9,251,935,"F","A","F"
42,251,897,"F","B","F"
39,250,901,"F","C","F"
15,251,929,"F","B","F"
29,252,913,"F","A","F"
47,252,877,"F","B","F"
21,251,924,"F","A","F"
30,251,912,"F","A","F"
8,250,936,"F","A","F"
41,252,898,"F","D","F"
16,251,928,"F","B","F"
25,251,922,"F","A","F"
26,251,921,"F","B","F"
45,252,889,"F","B","F"
40,251,899,"F","B","F"
46,252,880,"F","D","F"
3,250,940,"F","D","F"
48,252,875,"F","D","F"
17,250,928,"F","D","F"
35,251,905,"F","C","F"
11,250,932,"F","A","F"
36,251,904,"F","C","F"
6,251,936,"F","C","F"
71,252,872,"F","C","F"
41,252,913,"F","A","F"
30,252,920,"F","B","F"
1,250,942,"F","A","F"
42,251,913,"F","B","F"
26,251,922,"F","D","F"
50,251,907,"F","C","F"
70,252,872,"F","B","F"
22,251,925,"F","D","F"
54,251,902,"F","C","F"
65,251,890,"F","A","F"
33,251,919,"F","B","F"
28,250,922,"F","A","F"
66,252,884,"F","C","F"
46,251,911,"F","D","F"
60,251,897,"F","D","F"
25,251,922,"F","B","F"
51,251,905,"F","D","F"
19,250,928,"F","C","F"
17,250,930,"F","A","F"
49,251,907,"F","C","F"
72,252,865,"F","C","F"
5,250,937,"F","D","F"
69,252,873,"F","D","F"
39,252,914,"F","A","F"
9,251,934,"F","A","F"
18,251,928,"F","A","F"
56,252,899,"F","B","F"
20,251,926,"F","A","F"
24,251,922,"F","A","F"
29,251,921,"F","C","F"
36,251,918,"F","A","F"
40,251,914,"F","B","F"
32,250,920,"F","C","F"
57,251,898,"F","A","F"
43,251,913,"F","D","F"
11,250,934,"F","D","F"
3,250,939,"F","A","F"
37,251,917,"F","B","F"
58,251,897,"F","D","F"
21,251,925,"F","A","F"
27,251,922,"F","D","F"
61,251,895,"F","C","F"
15,250,931,"F","A","F"
47,251,909,"F","C","F"
16,251,930,"F","D","F"
10,250,934,"F","C","F"
44,251,912,"F","C","F"
13,250,932,"F","A","F"
4,250,937,"F","B","F"
8,250,936,"F","C","F"
64,251,891,"F","C","F"
55,251,901,"F","A","F"
53,251,902,"F","C","F"
0,250,946,"F","C","F"
62,252,894,"F","C","F"
34,251,919,"F","D","F"
2,250,939,"F","B","F"
52,251,904,"F","A","F"
38,251,915,"F","D","F"
12,250,933,"F","B","F"
35,251,919,"F","A","F"
63,251,894,"F","B","F"
45,251,912,"F","D","F"
68,251,879,"F","A","F"
31,251,920,"F","B","F"
73,252,864,"F","D","F"
6,250,937,"F","D","F"
59,251,897,"F","A","F"
23,251,924,"F","C","F"
67,252,882,"F","D","F"
14,251,931,"F","B","F"
7,251,936,"F","C","F"
48,251,908,"F","A","F"
21,251,926,"F","C","F"
41,251,915,"F","B","F"
48,251,909,"F","A","F"
22,251,925,"F","D","F"
46,251,909,"F","D","F"
18,251,927,"F","D","F"
57,251,906,"F","A","F"
24,251,924,"F","C","F"
74,252,875,"F","C","F"
73,252,875,"F","C","F"
59,251,898,"F","D","F"
78,252,859,"F","B","F"
76,252,871,"F","A","F"
36,251,917,"F","A","F"
71,252,884,"F","B","F"
32,250,918,"F","B","F"
77,252,867,"F","B","F"
6,251,936,"F","D","F"
11,250,933,"F","A","F"
50,251,909,"F","D","F"
10,250,934,"F","C","F"
35,251,917,"F","B","F"
7,251,935,"F","D","F"
65,252,889,"F","C","F"
23,251,925,"F","A","F"
53,251,908,"F","D","F"
52,251,908,"F","A","F"
40,251,915,"F","C","F"
4,250,938,"F","C","F"
69,251,888,"F","D","F"
30,251,918,"F","B","F"
60,252,897,"F","A","F"
63,252,893,"F","B","F"
8,251,935,"F","A","F"
29,251,918,"F","D","F"
34,251,917,"F","D","F"
68,252,888,"F","D","F"
45,251,911,"F","B","F"
19,251,927,"F","A","F"
58,251,903,"F","C","F"
54,252,907,"F","B","F"
20,251,926,"F","A","F"
61,252,895,"F","A","F"
26,251,923,"F","C","F"
49,251,909,"F","A","F"
51,251,908,"F","A","F"
12,251,931,"F","A","F"
0,251,941,"F","B","F"
27,251,922,"F","C","F"
15,250,929,"F","B","F"
1,250,941,"F","B","F"
14,251,929,"F","C","F"
2,250,941,"F","A","F"
9,250,935,"F","B","F"
72,252,881,"F","B","F"
64,251,893,"F","B","F"
47,251,909,"F","B","F"
55,251,907,"F","D","F"
33,251,917,"F","D","F"
43,251,913,"F","C","F"
44,251,912,"F","C","F"
67,252,888,"F","A","F"
28,250,922,"F","B","F"
56,251,907,"F","A","F"
75,252,872,"F","B","F"
25,251,923,"F","A","F"
42,251,913,"F","C","F"
37,251,917,"F","B","F"
70,252,884,"F","B","F"
3,250,940,"F","B","F"
39,252,915,"F","A","F"
31,250,918,"F","D","F"
13,250,931,"F","B","F"
38,251,917,"F","A","F"
16,251,928,"F","D","F"
62,251,895,"F","A","F"
66,252,888,"F","D","F"
17,251,928,"F","A","F"
5,250,938,"F","D","F"
53,252,875,"F","B","F"
8,250,937,"F","C","F"
45,252,891,"F","D","F"
22,251,929,"F","B","F"
7,250,937,"F","C","F"
56,252,870,"F","D","F"
30,251,916,"F","C","F"
29,251,918,"F","A","F"
57,252,870,"F","A","F"
24,251,924,"F","A","F"
12,251,935,"F","D","F"
20,251,930,"F","D","F"
17,250,932,"F","A","F"
19,250,931,"F","D","F"
10,251,936,"F","C","F"
36,252,902,"F","D","F"
52,252,877,"F","C","F"
2,250,939,"F","C","F"
9,251,936,"F","D","F"
50,251,879,"F","A","F"
28,251,919,"F","B","F"
49,252,882,"F","A","F"
44,252,893,"F","D","F"
48,251,883,"F","A","F"
3,250,939,"F","D","F"
39,251,900,"F","A","F"
11,250,936,"F","D","F"
32,251,916,"F","C","F"
58,252,868,"F","A","F"
15,251,933,"F","A","F"
35,251,903,"F","C","F"
1,251,939,"F","D","F"
0,250,945,"F","D","F"
23,251,928,"F","A","F"
43,252,894,"F","D","F"
16,250,933,"F","D","F"
6,251,937,"F","B","F"
46,251,891,"F","D","F"
25,251,923,"F","C","F"
59,252,862,"F","B","F"
33,250,913,"F","B","F"
40,251,899,"F","D","F"
38,251,901,"F","A","F"
4,250,938,"F","C","F"
47,252,886,"F","B","F"
55,252,872,"F","A","F"
18,251,931,"F","A","F"
31,251,916,"F","B","F"
54,252,874,"F","A","F"
13,250,935,"F","A","F"
14,251,934,"F","D","F"
37,251,901,"F","A","F"
26,251,919,"F","B","F"
42,252,895,"F","C","F"
5,250,938,"F","A","F"
51,252,878,"F","D","F"
41,252,898,"F","D","F"
34,251,906,"F","B","F"
27,251,919,"F","D","F"
21,251,929,"F","A","F"
26,250,915,"F","B","F"
22,251,918,"F","A","F"
8,251,936,"F","C","F"
19,251,921,"F","B","F"
21,251,919,"F","D","F"
5,251,938,"F","B","F"
43,251,890,"F","C","F"
30,251,913,"F","D","F"
31,251,911,"F","C","F"
36,251,907,"F","A","F"
48,252,879,"F","C","F"
51,252,874,"F","A","F"
42,252,891,"F","C","F"
16,250,927,"F","A","F"
24,250,917,"F","A","F"
10,250,935,"F","D","F"
3,251,941,"F","C","F"
34,251,910,"F","A","F"
4,250,941,"F","B","F"
29,251,913,"F","B","F"
14,251,928,"F","D","F"
49,251,879,"F","C","F"
47,251,880,"F","A","F"
46,252,881,"F","A","F"
9,250,936,"F","C","F"
50,252,876,"F","A","F"
6,250,937,"F","A","F"
54,252,868,"F","A","F"
38,251,905,"F","A","F"
18,251,923,"F","A","F"
45,251,882,"F","C","F"
11,251,931,"F","D","F"
55,252,867,"F","C","F"
27,250,915,"F","B","F"
53,252,869,"F","D","F"
32,251,911,"F","A","F"
23,251,917,"F","B","F"
7,250,937,"F","C","F"
41,252,893,"F","D","F"
15,251,928,"F","A","F"
28,251,914,"F","A","F"
20,251,919,"F","D","F"
0,250,949,"F","A","F"
52,252,873,"F","C","F"
37,252,906,"F","A","F"
33,250,911,"F","A","F"
13,251,930,"F","D","F"
2,251,944,"F","B","F"
40,251,894,"F","D","F"
17,251,926,"F","A","F"
39,251,895,"F","D","F"
25,251,916,"F","B","F"
44,251,887,"F","C","F"
1,250,946,"F","A","F"
35,251,908,"F","C","F"
12,250,931,"F","C","F"
48,252,913,"F","B","F"
38,251,920,"F","A","F"
54,250,912,"F","B","F"
43,251,917,"F","A","F"
27,251,927,"F","A","F"
56,251,911,"F","B","F"
45,252,914,"F","A","F"
5,250,940,"F","B","F"
77,251,881,"F","B","F"
63,251,903,"F","A","F"
49,251,913,"F","C","F"
2,250,943,"F","D","F"
55,251,911,"F","B","F"
12,251,934,"F","D","F"
17,250,931,"F","D","F"
9,250,936,"F","D","F"
3,250,943,"F","A","F"
18,251,930,"F","A","F"
31,250,926,"F","A","F"
53,251,912,"F","A","F"
66,251,896,"F","D","F"
33,251,924,"F","B","F"
15,250,934,"F","A","F"
35,251,924,"F","B","F"
70,251,894,"F","C","F"
40,251,918,"F","D","F"
7,250,938,"F","C","F"
10,250,936,"F","A","F"
71,251,894,"F","D","F"
28,251,927,"F","A","F"
42,251,917,"F","D","F"
68,252,895,"F","C","F"
21,251,929,"F","C","F"
57,251,910,"F","D","F"
1,250,943,"F","B","F"
32,251,925,"F","B","F"
0,250,945,"F","C","F"
30,251,926,"F","D","F"
59,251,909,"F","C","F"
65,252,902,"F","C","F"
51,251,913,"F","B","F"
39,250,919,"F","B","F"
14,250,934,"F","B","F"
37,250,924,"F","B","F"
58,251,910,"F","C","F"
52,251,912,"F","B","F"
62,252,904,"F","D","F"
72,252,889,"F","D","F"
34,251,924,"F","D","F"
75,252,885,"F","B","F"
60,251,909,"F","B","F"
44,251,916,"F","B","F"
36,251,924,"F","A","F"
64,251,903,"F","D","F"
22,250,929,"F","B","F"
4,250,942,"F","C","F"
8,251,937,"F","D","F"
67,251,896,"F","D","F"
29,251,927,"F","A","F"
47,252,913,"F","B","F"
73,251,887,"F","D","F"
25,251,928,"F","A","F"
23,251,928,"F","A","F"
41,251,918,"F","B","F"
6,251,939,"F","B","F"
16,250,934,"F","D","F"
26,250,928,"F","B","F"
11,250,936,"F","B","F"
79,252,864,"F","A","F"
46,251,914,"F","D","F"
78,252,879,"F","D","F"
74,252,886,"F","B","F"
61,251,906,"F","D","F"
69,252,894,"F","D","F"
20,250,930,"F","C","F"
24,251,928,"F","A","F"
50,251,913,"F","C","F"
76,252,884,"F","B","F"
19,251,930,"F","D","F"
13,251,934,"F","C","F"
32,251,918,"F","A","F"
44,251,905,"F","A","F"
43,251,905,"F","A","F"
36,251,914,"F","B","F"
14,251,932,"F","A","F"
5,250,940,"F","D","F"
4,250,941,"F","C","F"
1,250,945,"F","A","F"
20,251,930,"F","C","F"
23,251,928,"F","D","F"
59,251,877,"F","D","F"
26,251,925,"F","C","F"
18,250,931,"F","D","F"
9,250,934,"F","A","F"
2,250,944,"F","C","F"
60,252,875,"F","C","F"
28,251,922,"F","C","F"
31,251,919,"F","B","F"
49,251,894,"F","D","F"
11,250,933,"F","C","F"
22,251,929,"F","A","F"
13,251,932,"F","D","F"
17,250,931,"F","B","F"
51,252,891,"F","D","F"
7,250,938,"F","B","F"
54,252,886,"F","C","F"
55,252,883,"F","A","F"
38,251,911,"F","B","F"
30,251,919,"F","C","F"
10,250,933,"F","B","F"
40,251,910,"F","C","F"
0,250,946,"F","C","F"
16,250,932,"F","D","F"
8,250,935,"F","C","F"
46,251,897,"F","A","F"
27,250,925,"F","D","F"
45,251,899,"F","A","F"
35,250,915,"F","C","F"
21,250,930,"F","B","F"
53,252,887,"F","A","F"
37,252,911,"F","A","F"
42,251,906,"F","C","F"
34,251,915,"F","A","F"
25,251,927,"F","C","F"
56,252,879,"F","B","F"
29,251,921,"F","B","F"
58,252,877,"F","A","F"
6,250,939,"F","A","F"
24,251,928,"F","C","F"
15,250,932,"F","C","F"
19,250,931,"F","C","F"
57,252,879,"F","B","F"
48,252,894,"F","C","F"
52,251,890,"F","D","F"
12,251,932,"F","A","F"
33,251,917,"F","A","F"
41,252,907,"F","A","F"
50,251,892,"F","B","F"
3,250,942,"F","B","F"
47,251,895,"F","A","F"
39,251,911,"F","B","F"
28,251,921,"F","D","F"
21,251,926,"F","C","F"
53,251,904,"F","B","F"
47,251,910,"F","D","F"
56,252,899,"F","C","F"
35,251,918,"F","D","F"
40,251,915,"F","A","F"
72,252,872,"F","B","F"
12,250,931,"F","B","F"
51,251,906,"F","D","F"
38,251,916,"F","D","F"
13,251,930,"F","B","F"
36,251,917,"F","D","F"
15,251,929,"F","D","F"
4,250,935,"F","A","F"
31,250,921,"F","A","F"
37,252,916,"F","D","F"
19,251,927,"F","D","F"
65,251,888,"F","B","F"
52,251,905,"F","D","F"
22,251,925,"F","A","F"
63,252,888,"F","D","F"
18,251,928,"F","D","F"
46,251,910,"F","D","F"
59,252,896,"F","B","F"
57,252,897,"F","D","F"
55,251,902,"F","D","F"
64,251,888,"F","B","F"
26,251,923,"F","B","F"
9,251,932,"F","A","F"
71,252,876,"F","B","F"
33,251,920,"F","C","F"
8,250,933,"F","D","F"
42,251,913,"F","B","F"
0,250,937,"F","A","F"
20,251,927,"F","A","F"
73,252,868,"F","D","F"
45,251,911,"F","C","F"
17,251,928,"F","C","F"
34,251,920,"F","D","F"
68,252,880,"F","C","F"
2,250,936,"F","B","F"
43,251,913,"F","B","F"
58,252,897,"F","D","F"
6,251,934,"F","D","F"
69,251,880,"F","A","F"
62,251,895,"F","A","F"
41,251,914,"F","B","F"
30,251,921,"F","A","F"
14,250,930,"F","C","F"
16,250,929,"F","D","F"
32,250,921,"F","C","F"
7,251,933,"F","D","F"
25,251,924,"F","D","F"
11,251,931,"F","B","F"
27,251,921,"F","A","F"
66,252,887,"F","A","F"
49,251,908,"F","B","F"
23,251,925,"F","D","F"
61,251,895,"F","A","F"
70,252,879,"F","D","F"
5,250,935,"F","A","F"
54,252,903,"F","A","F"
29,251,921,"F","C","F"
39,252,915,"F","D","F"
48,251,908,"F","A","F"
1,250,937,"F","D","F"
67,252,885,"F","D","F"
60,251,896,"F","A","F"
24,250,925,"F","B","F"
3,250,936,"F","D","F"
50,252,906,"F","D","F"
44,251,912,"F","B","F"
10,251,932,"F","B","F"
33,252,914,"F","B","F"
28,251,920,"F","B","F"
63,252,880,"F","B","F"
25,251,923,"F","C","F"
61,252,883,"F","C","F"
59,252,885,"F","C","F"
60,252,885,"F","A","F"
39,252,907,"F","D","F"
2,250,944,"F","B","F"
47,251,898,"F","D","F"
30,251,919,"F","D","F"
12,250,934,"F","C","F"
24,251,923,"F","C","F"
16,251,930,"F","C","F"
34,251,912,"F","C","F"
62,252,882,"F","B","F"
27,250,922,"F","D","F"
15,250,931,"F","B","F"
21,251,925,"F","A","F"
48,251,898,"F","C","F"
17,251,929,"F","A","F"
22,251,924,"F","D","F"
54,252,893,"F","D","F"
53,251,894,"F","B","F"
44,251,901,"F","D","F"
29,251,920,"F","A","F"
0,250,944,"F","A","F"
36,251,910,"F","B","F"
20,251,926,"F","D","F"
26,251,922,"F","C","F"
66,252,871,"F","A","F"
50,252,896,"F","A","F"
41,251,906,"F","C","F"
55,252,892,"F","D","F"
37,251,909,"F","C","F"
7,250,939,"F","D","F"
43,251,904,"F","C","F"
4,250,941,"F","C","F"
65,252,875,"F","C","F"
52,251,894,"F","B","F"
5,250,941,"F","A","F"
35,251,911,"F","C","F"
32,250,916,"F","C","F"
49,251,898,"F","C","F"
38,251,908,"F","C","F"
42,251,904,"F","B","F"
13,251,933,"F","C","F"
45,251,900,"F","D","F"
14,251,932,"F","C","F"
40,251,907,"F","C","F"
9,250,937,"F","B","F"
6,251,940,"F","D","F"
56,251,888,"F","A","F"
11,251,934,"F","C","F"
46,251,900,"F","A","F"
23,250,924,"F","B","F"
8,250,938,"F","C","F"
31,251,916,"F","D","F"
57,251,888,"F","C","F"
3,250,944,"F","A","F"
64,251,880,"F","B","F"
10,250,936,"F","B","F"
1,250,944,"F","C","F"
58,251,887,"F","B","F"
18,251,927,"F","A","F"
19,251,927,"F","B","F"
51,252,894,"F","D","F"
56,252,886,"F","A","F"
11,251,934,"F","D","F"
65,252,869,"F","D","F"
34,251,913,"F","B","F"
6,250,937,"F","D","F"
23,251,924,"F","D","F"
12,250,934,"F","B","F"
5,250,937,"F","D","F"
55,251,887,"F","B","F"
37,251,907,"F","B","F"
38,251,907,"F","C","F"
63,251,876,"F","A","F"
59,252,879,"F","C","F"
31,251,917,"F","A","F"
4,250,938,"F","C","F"
44,251,901,"F","A","F"
10,250,935,"F","B","F"
39,251,906,"F","C","F"
14,250,930,"F","A","F"
18,250,927,"F","D","F"
52,252,890,"F","A","F"
42,251,905,"F","D","F"
24,251,923,"F","D","F"
28,251,921,"F","D","F"
51,251,893,"F","C","F"
57,251,882,"F","C","F"
29,251,919,"F","C","F"
49,251,896,"F","C","F"
53,252,889,"F","B","F"
46,251,900,"F","D","F"
33,251,914,"F","B","F"
47,251,900,"F","C","F"
45,252,900,"F","A","F"
58,252,879,"F","A","F"
61,252,877,"F","A","F"
35,251,908,"F","A","F"
27,251,922,"F","A","F"
32,251,916,"F","C","F"
30,251,919,"F","C","F"
26,251,922,"F","B","F"
25,251,923,"F","B","F"
54,251,888,"F","A","F"
0,250,943,"F","A","F"
2,250,939,"F","D","F"
15,251,929,"F","B","F"
36,251,908,"F","B","F"
68,252,863,"F","C","F"
19,251,926,"F","B","F"
3,251,938,"F","A","F"
1,250,943,"F","A","F"
9,250,935,"F","B","F"
60,252,877,"F","A","F"
13,250,933,"F","D","F"
40,251,906,"F","B","F"
67,252,866,"F","D","F"
17,250,929,"F","C","F"
16,251,929,"F","B","F"
43,251,905,"F","B","F"
8,251,936,"F","C","F"
48,252,896,"F","D","F"
41,251,905,"F","D","F"
22,251,925,"F","D","F"
21,251,925,"F","B","F"
64,252,871,"F","B","F"
20,251,926,"F","C","F"
7,250,937,"F","D","F"
62,252,876,"F","C","F"
66,252,869,"F","A","F"
50,252,893,"F","D","F"
74,251,885,"F","C","F"
77,252,881,"F","B","F"
75,252,883,"F","D","F"
18,250,930,"F","D","F"
35,251,918,"F","B","F"
44,251,912,"F","A","F"
29,251,921,"F","C","F"
62,251,901,"F","A","F"
37,251,918,"F","D","F"
66,251,893,"F","B","F"
3,250,941,"F","A","F"
48,251,911,"F","D","F"
68,252,889,"F","A","F"
27,252,923,"F","C","F"
23,251,926,"F","C","F"
8,250,937,"F","A","F"
32,252,919,"F","D","F"
46,251,912,"F","B","F"
73,252,885,"F","D","F"
55,252,907,"F","D","F"
6,250,939,"F","D","F"
33,251,919,"F","D","F"
63,251,901,"F","C","F"
71,251,888,"F","A","F"
53,251,908,"F","B","F"
59,251,905,"F","B","F"
49,250,911,"F","A","F"
61,251,901,"F","D","F"
54,251,908,"F","B","F"
79,252,877,"F","B","F"
80,252,876,"F","B","F"
69,251,889,"F","C","F"
47,252,911,"F","D","F"
52,251,908,"F","D","F"
5,250,940,"F","C","F"
83,252,871,"F","B","F"
64,252,899,"F","B","F"
30,250,921,"F","B","F"
2,250,942,"F","B","F"
65,251,895,"F","D","F"
14,250,932,"F","C","F"
24,251,925,"F","D","F"
82,252,872,"F","D","F"
21,250,927,"F","C","F"
58,251,907,"F","A","F"
15,250,932,"F","C","F"
76,252,882,"F","C","F"
67,251,890,"F","C","F"
28,251,923,"F","D","F"
50,252,909,"F","B","F"
45,251,912,"F","B","F"
1,250,942,"F","B","F"
72,252,887,"F","A","F"
78,252,880,"F","A","F"
13,250,933,"F","A","F"
0,250,942,"F","A","F"
70,252,888,"F","C","F"
56,251,907,"F","D","F"
31,251,920,"F","D","F"
34,251,919,"F","C","F"
19,251,929,"F","C","F"
11,250,934,"F","D","F"
39,251,917,"F","D","F"
25,251,925,"F","C","F"
12,251,933,"F","A","F"
40,250,917,"F","A","F"
51,251,909,"F","B","F"
17,250,931,"F","B","F"
43,252,913,"F","C","F"
41,252,916,"F","B","F"
57,251,907,"F","B","F"
7,251,938,"F","C","F"
42,251,914,"F","D","F"
16,251,931,"F","D","F"
10,251,934,"F","D","F"
38,251,917,"F","D","F"
4,251,940,"F","D","F"
60,251,903,"F","C","F"
36,251,918,"F","A","F"
26,251,924,"F","A","F"
81,252,873,"F","D","F"
9,250,936,"F","C","F"
22,251,926,"F","D","F"
20,251,927,"F","B","F"
5,250,939,"F","A","F"
69,252,873,"F","C","F"
58,252,904,"F","A","F"
49,251,912,"F","A","F"
34,250,924,"F","A","F"
32,251,924,"F","B","F"
41,251,919,"F","A","F"
70,252,871,"F","D","F"
10,251,935,"F","D","F"
31,251,924,"F","B","F"
68,251,881,"F","D","F"
22,250,929,"F","C","F"
62,251,896,"F","A","F"
45,251,917,"F","B","F"
59,252,903,"F","B","F"
11,251,935,"F","D","F"
0,250,945,"F","B","F"
16,250,934,"F","D","F"
42,250,919,"F","A","F"
44,250,918,"F","C","F"
46,251,916,"F","A","F"
21,251,930,"F","D","F"
65,252,894,"F","C","F"
8,251,936,"F","D","F"
18,251,933,"F","C","F"
6,251,938,"F","C","F"
1,250,944,"F","B","F"
56,252,905,"F","D","F"
2,250,943,"F","D","F"
63,252,895,"F","D","F"
7,250,937,"F","A","F"
35,251,923,"F","C","F"
57,251,905,"F","C","F"
30,251,925,"F","C","F"
25,250,928,"F","C","F"
51,250,911,"F","B","F"
37,251,922,"F","D","F"
64,251,895,"F","D","F"
9,250,936,"F","D","F"
48,252,912,"F","B","F"
24,251,928,"F","B","F"
23,251,928,"F","D","F"
67,252,891,"F","D","F"
54,251,909,"F","B","F"
52,251,910,"F","C","F"
26,250,928,"F","B","F"
28,250,926,"F","C","F"
40,250,920,"F","B","F"
27,251,927,"F","B","F"
12,250,935,"F","D","F"
19,250,933,"F","A","F"
61,251,901,"F","A","F"
20,251,930,"F","A","F"
39,250,921,"F","A","F"
60,252,901,"F","D","F"
33,251,924,"F","C","F"
66,251,893,"F","B","F"
47,251,914,"F","D","F"
4,250,939,"F","A","F"
14,250,934,"F","D","F"
50,251,911,"F","C","F"
15,250,934,"F","B","F"
43,250,918,"F","D","F"
29,250,926,"F","C","F"
13,251,934,"F","D","F"
36,250,923,"F","C","F"
53,251,910,"F","A","F"
55,251,908,"F","A","F"
17,250,934,"F","B","F"
3,250,942,"F","C","F"
38,251,921,"F","D","F"
11,251,935,"F","B","F"
42,251,911,"F","C","F"
29,251,928,"F","A","F"
16,251,934,"F","A","F"
26,251,929,"F","A","F"
37,251,920,"F","B","F"
9,250,938,"F","C","F"
5,250,940,"F","D","F"
60,252,874,"F","B","F"
25,251,930,"F","B","F"
41,251,911,"F","B","F"
24,251,930,"F","B","F"
7,251,939,"F","C","F"
32,251,925,"F","B","F"
6,251,939,"F","D","F"
52,252,895,"F","A","F"
23,251,930,"F","A","F"
44,251,909,"F","D","F"
49,252,899,"F","C","F"
12,251,935,"F","D","F"
8,250,939,"F","A","F"
43,251,910,"F","B","F"
47,251,901,"F","A","F"
28,250,929,"F","D","F"
18,250,933,"F","A","F"
21,251,931,"F","D","F"
19,250,932,"F","D","F"
35,251,921,"F","C","F"
13,250,935,"F","C","F"
50,251,899,"F","B","F"
58,251,880,"F","A","F"
34,251,922,"F","B","F"
0,250,943,"F","C","F"
17,250,934,"F","C","F"
45,251,908,"F","A","F"
51,252,897,"F","B","F"
46,252,906,"F","B","F"
14,250,935,"F","D","F"
31,251,926,"F","C","F"
30,251,926,"F","C","F"
62,252,872,"F","D","F"
2,250,941,"F","C","F"
63,252,872,"F","D","F"
55,251,890,"F","D","F"
15,250,935,"F","B","F"
39,251,914,"F","B","F"
48,252,899,"F","D","F"
38,251,918,"F","C","F"
36,251,921,"F","C","F"
53,252,894,"F","D","F"
54,252,891,"F","A","F"
33,250,924,"F","D","F"
20,250,932,"F","D","F"
57,252,881,"F","C","F"
40,251,913,"F","B","F"
22,250,931,"F","B","F"
59,252,876,"F","A","F"
27,250,929,"F","C","F"
1,250,942,"F","A","F"
56,251,882,"F","B","F"
3,250,941,"F","C","F"
10,251,937,"F","D","F"
61,251,874,"F","B","F"
4,251,940,"F","A","F"
14,251,930,"F","C","F"
49,252,901,"F","C","F"
63,252,884,"F","A","F"
56,251,896,"F","C","F"
42,251,907,"F","A","F"
47,251,903,"F","A","F"
15,250,930,"F","D","F"
27,251,922,"F","D","F"
60,252,892,"F","D","F"
44,250,905,"F","C","F"
65,252,882,"F","C","F"
4,251,940,"F","B","F"
72,252,866,"F","C","F"
61,252,891,"F","C","F"
24,250,926,"F","B","F"
59,251,893,"F","C","F"
55,251,896,"F","A","F"
54,252,898,"F","B","F"
30,251,920,"F","A","F"
31,251,919,"F","C","F"
64,252,883,"F","D","F"
26,250,924,"F","C","F"
58,251,895,"F","C","F"
37,251,912,"F","B","F"
45,251,904,"F","A","F"
62,251,885,"F","A","F"
0,250,945,"F","C","F"
25,251,924,"F","D","F"
40,251,908,"F","D","F"
20,251,928,"F","B","F"
18,250,929,"F","D","F"
10,251,935,"F","D","F"
16,251,929,"F","B","F"
5,250,939,"F","A","F"
13,250,931,"F","C","F"
48,251,902,"F","C","F"
43,251,906,"F","D","F"
67,252,879,"F","C","F"
69,252,874,"F","B","F"
29,251,921,"F","A","F"
34,251,916,"F","A","F"
50,251,901,"F","A","F"
68,252,874,"F","B","F"
41,251,907,"F","B","F"
36,251,912,"F","D","F"
22,251,927,"F","D","F"
19,251,928,"F","C","F"
17,251,929,"F","C","F"
38,252,911,"F","A","F"
39,251,910,"F","D","F"
66,252,879,"F","C","F"
1,251,943,"F","B","F"
52,251,899,"F","D","F"
32,251,918,"F","B","F"
23,251,926,"F","B","F"
21,251,927,"F","D","F"
33,251,917,"F","D","F"
12,250,934,"F","B","F"
53,251,899,"F","A","F"
9,250,936,"F","B","F"
11,251,934,"F","B","F"
46,251,903,"F","B","F"
70,252,872,"F","C","F"
2,250,943,"F","D","F"
51,251,901,"F","C","F"
71,252,870,"F","D","F"
8,250,938,"F","C","F"
7,250,938,"F","B","F"
6,250,938,"F","A","F"
57,251,896,"F","A","F"
35,251,914,"F","C","F"
3,250,941,"F","C","F"
28,251,921,"F","A","F"
36,251,910,"F","A","F"
13,250,932,"F","B","F"
51,252,892,"F","B","F"
17,250,929,"F","B","F"
8,250,935,"F","A","F"
57,251,880,"F","A","F"
