CUSTID,DATE,AMOUNT,NUMPURCHASE
104197,2019-09-04,15035,5
104708,2019-02-09,1162,1
102371,2019-11-22,10194,1
103156,2019-03-18,5130,3
101547,2019-05-24,3180,1
101427,2019-07-03,3730,2
103856,2019-02-16,242500,2
104097,2019-11-02,4332,2
100037,2019-12-02,3380,1
101309,2019-09-01,13160,3
105154,2019-02-20,1216,1
105854,2019-01-18,11875,1
104246,2019-10-14,26250,1
103025,2019-01-28,3571,3
103494,2019-01-23,4960,2
103793,2019-06-17,9511,3
105658,2019-10-09,3450,2
103738,2019-08-20,6622,1
105941,2019-09-28,4582,2
102437,2019-05-29,11200,2
105598,2019-12-07,3277,2
100361,2019-08-10,6050,1
100973,2019-01-15,3870,2
104921,2019-07-20,4000,1
105477,2019-07-15,9146,3
100212,2019-06-12,6985,2
103348,2019-10-01,5932,3
102420,2019-12-09,6270,1
102164,2019-12-09,3880,1
102560,2019-04-29,4890,2
102372,2019-07-17,25300,2
103183,2019-07-07,3382,2
103677,2019-07-02,20585,2
102753,2019-08-23,6401,3
101493,2019-03-22,32287,4
100038,2019-07-29,10442,2
100192,2019-09-30,4200,1
101438,2019-05-25,5500,2
105600,2019-04-10,12260,2
103044,2019-11-03,15719,3
104494,2019-01-10,11295,2
100380,2019-09-10,5695,2
102992,2019-05-22,3133,1
105545,2019-06-13,3996,1
105849,2019-12-23,64000,1
103133,2019-05-07,3400,2
101934,2019-09-07,7120,1
105792,2019-01-14,8180,1
105010,2019-08-07,3340,2
101719,2019-08-19,3200,1
104883,2019-02-18,5077,1
105886,2019-01-04,2496,1
105737,2019-03-17,2470,1
102951,2019-12-23,1790,1
102720,2019-09-25,41690,6
103859,2019-05-23,19299,5
104295,2019-05-18,2860,1
101482,2019-05-25,4500,1
101768,2019-08-26,19475,3
102374,2019-03-12,25880,2
100750,2019-07-28,8850,3
105944,2019-02-27,3560,1
103309,2019-06-07,24846,5
103006,2019-06-19,3582,1
103185,2019-03-02,4400,2
103682,2019-09-19,34390,4
102507,2019-09-17,14052,3
101454,2019-05-15,6282,2
104163,2019-07-06,3250,1
101455,2019-12-05,3420,1
104120,2019-02-24,33394,4
104607,2019-06-11,15666,1
103805,2019-09-21,3060,1
101384,2019-07-13,8100,2
100996,2019-09-05,4046,1
100240,2019-05-20,8900,1
101137,2019-08-22,1880,1
100564,2019-09-16,4690,2
104544,2019-10-12,20900,1
105896,2019-01-23,3600,1
104697,2019-05-23,148889,7
101888,2019-05-07,10030,2
103087,2019-01-07,9900,1
101730,2019-04-14,9430,4
101731,2019-11-04,4000,2
100830,2019-08-24,6800,2
100923,2019-01-24,37810,1
105389,2019-06-19,6868,2
104450,2019-12-27,41786,12
104948,2019-12-22,9822,2
104314,2019-01-13,5560,1
104425,2019-09-26,10925,2
101500,2019-01-20,143370,10
102012,2019-01-30,3180,1
100814,2019-12-20,6050,3
100360,2019-02-01,8537,4
100908,2019-12-10,11640,1
102389,2019-05-29,5084,2
103311,2019-08-24,8370,1
100959,2019-09-29,9900,1
103198,2019-12-09,10524,3
101659,2019-08-27,4250,1
105962,2019-06-29,11660,6
102119,2019-03-03,11000,3
102155,2019-09-25,9932,4
100788,2019-05-02,1692,1
100585,2019-05-11,6810,2
100587,2019-12-01,10006,3
101992,2019-05-16,3382,2
101988,2019-11-23,6420,1
104395,2019-01-30,4148,2
104018,2019-06-29,7815,2
103090,2019-10-14,15750,1
103291,2019-12-10,4018,2
103501,2019-02-10,3168,1
100878,2019-04-14,7650,3
100406,2019-02-17,21980,1
104948,2019-01-27,3460,1
100170,2019-07-14,40292,3
105553,2019-08-12,3130,2
100936,2019-04-10,8980,3
104379,2019-10-20,11717,4
102924,2019-10-01,9360,2
105444,2019-03-20,1050,1
105584,2019-12-30,5520,1
103316,2019-12-28,5760,1
100171,2019-06-13,8302,2
105520,2019-10-09,3960,1
101405,2019-11-19,11591,3
102798,2019-10-07,3019,2
104914,2019-11-01,4145,2
103808,2019-08-01,5040,3
101401,2019-05-25,19270,3
100695,2019-01-07,11250,1
105279,2019-05-08,4471,2
100244,2019-10-22,9702,1
101293,2019-07-23,66637,7
100888,2019-05-01,12496,3
104560,2019-09-09,14048,5
105068,2019-09-04,5900,1
102583,2019-04-15,17280,1
100624,2019-07-06,9520,1
101222,2019-08-12,3588,1
104078,2019-08-23,2530,2
103929,2019-11-04,3264,1
104825,2019-07-16,4254,2
100864,2019-10-27,2164,2
103719,2019-04-16,5912,3
100006,2019-09-18,6920,3
103724,2019-03-26,24415,1
100355,2019-02-11,8110,2
100301,2019-11-04,7560,1
101403,2019-01-20,11190,3
100697,2019-03-24,6418,3
105317,2019-07-25,29356,2
100642,2019-03-23,27760,3
101087,2019-11-22,2171,1
104058,2019-05-09,35777,3
105402,2019-05-18,3419,2
102991,2019-11-02,3588,1
104891,2019-12-22,3630,2
101105,2019-07-14,4403,2
104834,2019-01-13,12650,1
101696,2019-07-09,14990,5
103029,2019-06-05,3600,1
101224,2019-10-29,36000,2
100366,2019-09-20,15900,1
100716,2019-09-03,6650,1
100859,2019-04-20,24200,2
101407,2019-03-09,7128,3
104963,2019-02-18,3834,2
100784,2019-04-10,15480,3
105820,2019-03-15,30334,7
105211,2019-04-09,10450,2
100643,2019-01-22,4900,2
105460,2019-12-22,20530,6
101194,2019-03-01,24566,4
101216,2019-01-11,23100,3
101850,2019-01-06,14748,4
100459,2019-03-14,102766,3
103995,2019-09-24,21680,2
103461,2019-05-05,8010,3
104337,2019-06-28,4544,3
105886,2019-02-11,7320,1
103484,2019-11-27,30285,8
100985,2019-05-07,21772,3
101776,2019-08-03,5160,1
102117,2019-02-26,11200,1
100008,2019-01-08,17505,2
103756,2019-02-06,2000,1
105461,2019-10-29,4242,2
105948,2019-10-24,10716,7
105358,2019-06-05,5464,1
103120,2019-12-29,3033,1
103002,2019-07-16,3450,1
102691,2019-08-10,2360,1
101789,2019-02-10,16440,3
103044,2019-01-15,14044,2
100564,2019-10-23,9600,1
103564,2019-05-24,13956,4
105033,2019-05-09,8189,5
104291,2019-02-28,45848,12
101731,2019-12-11,9200,2
105841,2019-05-01,21096,7
102533,2019-07-15,3384,1
102580,2019-07-10,9400,2
100774,2019-05-12,10750,3
104330,2019-04-21,22980,2
105287,2019-10-02,14250,1
104028,2019-11-23,18122,5
103873,2019-09-15,3960,2
105730,2019-02-17,16250,1
103426,2019-10-07,6600,2
101317,2019-08-21,12600,1
101559,2019-07-09,25888,3
105676,2019-11-10,2208,1
101155,2019-08-18,69989,2
104818,2019-10-01,4494,1
105884,2019-08-17,10990,3
102103,2019-09-07,6330,2
101650,2019-05-10,20710,1
100998,2019-12-29,12600,4
102304,2019-11-03,5162,3
102697,2019-10-27,2820,1
104251,2019-12-18,14632,2
105300,2019-04-09,5725,3
105725,2019-05-23,3658,1
103345,2019-04-24,17060,4
104895,2019-06-29,6486,2
100280,2019-04-15,9570,1
100475,2019-01-26,4870,2
103743,2019-10-24,5407,1
104746,2019-09-10,6277,2
102380,2019-01-09,2907,1
103511,2019-10-07,11740,2
104387,2019-05-03,4371,2
104948,2019-03-02,3278,3
102326,2019-10-02,15074,2
101220,2019-07-02,8076,2
105032,2019-06-04,6385,1
100303,2019-05-22,2154,1
102971,2019-11-03,6936,2
101062,2019-04-23,11081,2
105498,2019-09-09,21840,1
102845,2019-02-26,3273,2
102852,2019-09-16,8506,3
100891,2019-05-07,2257,2
101310,2019-06-14,3980,1
101481,2019-05-02,43184,6
100751,2019-07-01,5247,1
105910,2019-11-02,15291,3
103410,2019-03-08,4408,2
102198,2019-04-24,44880,3
100196,2019-05-12,6512,1
105780,2019-06-10,6868,1
103402,2019-05-06,3200,1
105059,2019-09-17,5750,1
101988,2019-02-03,22380,4
100538,2019-06-25,12000,1
103488,2019-06-26,18000,1
105642,2019-10-06,12936,1
101836,2019-06-29,42528,17
103339,2019-09-07,7258,2
103971,2019-05-29,2820,2
102327,2019-05-29,4800,1
103330,2019-04-15,5500,2
103898,2019-07-27,3210,2
102485,2019-10-08,2800,2
105514,2019-05-04,9792,1
105539,2019-11-26,63590,4
105529,2019-05-13,4952,2
103214,2019-05-06,8582,4
104867,2019-07-07,4914,2
100556,2019-05-14,1800,1
102409,2019-07-07,1910,1
102800,2019-07-09,3040,1
103412,2019-05-25,8500,1
101403,2019-02-27,4320,2
101427,2019-09-17,43207,2
103687,2019-11-13,4530,1
104548,2019-05-26,5690,3
104399,2019-08-07,6360,1
101030,2019-01-20,7596,3
105753,2019-12-30,7060,2
104492,2019-01-07,6185,3
105109,2019-12-28,9992,2
103341,2019-11-24,9600,1
103557,2019-08-19,6570,1
104391,2019-10-05,8640,1
105137,2019-02-08,2860,1
101687,2019-01-26,14620,2
100920,2019-05-26,14540,4
103533,2019-08-28,1230,1
104403,2019-10-07,4620,1
105640,2019-12-13,6117,3
100118,2019-09-04,3500,1
103348,2019-12-15,4462,1
102615,2019-05-08,15637,2
101313,2019-04-26,5285,1
102513,2019-07-16,11066,2
105938,2019-09-14,4860,3
102820,2019-03-04,2965,2
100165,2019-05-22,8379,1
101959,2019-12-17,5460,1
100395,2019-01-06,7496,2
100012,2019-07-20,2940,1
105061,2019-01-07,6428,1
104665,2019-06-30,3582,1
104199,2019-02-06,3180,2
103350,2019-05-21,2184,2
104656,2019-03-27,5980,1
103001,2019-12-28,11960,1
104050,2019-04-19,1293,1
104068,2019-09-01,11050,2
104571,2019-08-28,29130,4
100135,2019-01-03,3229,1
100836,2019-06-23,5776,2
102890,2019-10-12,9200,3
100977,2019-06-08,3980,1
101110,2019-04-16,21000,1
102284,2019-11-04,6333,3
103004,2019-06-17,1745,1
102484,2019-06-10,2538,2
104337,2019-08-03,16920,1
104234,2019-03-21,11780,3
104888,2019-09-14,3240,1
103348,2019-01-20,9540,3
101916,2019-02-05,17070,2
102071,2019-10-28,4770,1
104624,2019-11-19,3167,1
105456,2019-05-14,7428,2
104769,2019-08-28,10704,5
100397,2019-03-23,4600,2
104210,2019-09-15,20615,1
104256,2019-02-20,2430,2
103361,2019-12-30,8595,2
103724,2019-09-25,11800,1
100055,2019-10-05,5059,1
104607,2019-08-25,55000,1
103104,2019-06-15,13423,2
103304,2019-01-21,21890,3
104753,2019-12-24,2490,1
104009,2019-06-26,16451,3
102892,2019-12-29,3560,1
104689,2019-10-03,3660,1
101380,2019-05-27,27550,1
103233,2019-07-20,97200,3
103486,2019-12-26,5400,4
100070,2019-06-12,5900,2
101680,2019-10-28,14995,3
101731,2019-10-01,4560,1
102928,2019-09-23,5360,1
100406,2019-12-09,8689,3
104942,2019-04-29,6668,3
105027,2019-10-07,5735,2
105727,2019-09-05,23000,1
103571,2019-07-24,4600,1
101009,2019-02-09,4794,1
100130,2019-02-25,3440,1
100784,2019-09-10,3324,1
100012,2019-11-13,11078,3
102299,2019-04-11,1200,1
105108,2019-04-27,2980,1
103699,2019-02-07,10403,3
102197,2019-06-19,6200,1
103634,2019-12-31,7530,2
104399,2019-01-05,6360,1
100511,2019-06-16,1490,1
103940,2019-12-18,4995,3
100281,2019-08-27,3980,1
101177,2019-05-07,6900,1
105640,2019-05-11,4820,1
103857,2019-05-08,13530,3
100303,2019-03-12,6638,2
103727,2019-12-10,1640,1
104373,2019-02-27,45132,5
100008,2019-06-08,1800,1
101361,2019-04-09,112971,6
105444,2019-02-17,5874,2
104258,2019-04-25,18720,2
103112,2019-08-10,1246,1
105268,2019-09-23,3514,2
101657,2019-12-17,4500,1
103199,2019-07-01,6555,3
105515,2019-04-24,17800,1
100685,2019-07-03,2834,2
102348,2019-06-23,4980,1
103002,2019-12-16,27630,2
105755,2019-06-08,3455,2
100239,2019-05-05,2434,1
100393,2019-07-06,3260,1
105707,2019-01-28,10680,1
104571,2019-01-26,13608,6
101264,2019-08-28,3117,2
105124,2019-08-11,21970,3
101188,2019-12-16,4700,1
102540,2019-03-27,7950,1
104393,2019-05-20,29914,1
104531,2019-10-14,3180,1
105247,2019-06-19,7716,2
103091,2019-05-06,8203,4
102836,2019-12-03,30000,1
103489,2019-11-06,2500,1
105641,2019-01-06,9404,3
105435,2019-05-31,5326,2
102936,2019-01-13,11034,3
102951,2019-08-03,1429,1
105556,2019-03-04,4195,3
103528,2019-12-31,3519,1
105576,2019-09-26,11109,2
100265,2019-01-28,3660,3
101465,2019-04-18,1492,1
100709,2019-01-01,3724,2
105468,2019-11-24,5501,2
101261,2019-09-02,7360,3
101354,2019-02-02,7820,1
104211,2019-09-03,3310,2
105671,2019-09-10,6912,1
103805,2019-05-01,19863,3
102820,2019-11-21,5218,2
103950,2019-02-10,7339,3
101087,2019-10-19,2993,1
102439,2019-01-30,11800,1
103290,2019-11-27,4700,1
104339,2019-03-18,2900,1
105739,2019-01-14,2830,2
101850,2019-10-30,4424,2
101078,2019-05-27,7430,2
104890,2019-04-29,13400,3
105194,2019-11-07,2527,2
103400,2019-10-15,8290,2
105000,2019-05-26,10400,1
105596,2019-05-21,4260,1
101317,2019-02-26,6266,1
104892,2019-01-02,4650,1
100968,2019-10-01,28500,1
105224,2019-08-08,5520,1
101565,2019-04-17,11400,1
100891,2019-10-07,2825,2
104973,2019-12-29,6930,2
103754,2019-05-08,19185,2
100113,2019-12-10,3640,2
105275,2019-04-25,11281,2
102155,2019-05-05,24406,5
105778,2019-04-20,13800,2
105557,2019-04-29,7320,2
105861,2019-11-07,3040,1
101273,2019-07-08,5308,2
102744,2019-09-14,5928,2
100487,2019-02-21,8067,3
102894,2019-08-12,11986,1
102083,2019-04-27,2675,2
105297,2019-04-26,2400,2
102792,2019-10-20,14076,1
101855,2019-06-25,3283,2
101110,2019-02-06,16250,1
105005,2019-01-21,6110,3
101136,2019-08-28,10300,2
104184,2019-10-14,6307,3
103022,2019-02-27,13055,2
103372,2019-02-10,3705,1
104876,2019-11-10,4700,1
102767,2019-09-24,14372,2
100892,2019-06-02,59619,6
103816,2019-01-15,25560,2
102011,2019-06-07,15124,4
102968,2019-11-20,3575,1
101403,2019-07-27,18272,4
103192,2019-09-28,2470,2
103404,2019-12-23,1800,1
101598,2019-10-25,12370,3
101293,2019-03-03,16260,3
103604,2019-07-29,40615,2
100501,2019-05-06,13010,4
103048,2019-07-02,6038,3
102187,2019-07-07,6360,1
103980,2019-06-24,11410,2
102990,2019-02-10,7820,1
100979,2019-06-15,3705,1
104441,2019-06-02,2740,1
101680,2019-12-03,8400,1
105142,2019-11-22,3180,1
105629,2019-10-23,3980,1
104736,2019-07-20,6900,1
102769,2019-12-09,5940,2
100906,2019-01-29,11520,1
105078,2019-09-01,4700,1
105915,2019-01-02,21565,4
102800,2019-01-14,3820,2
105676,2019-10-07,3744,2
100165,2019-10-22,1750,1
100780,2019-03-27,7008,2
105419,2019-03-24,4500,1
102180,2019-03-17,2924,2
100852,2019-07-27,4500,1
101599,2019-06-20,17300,1
104212,2019-09-22,7920,1
103153,2019-06-17,14920,3
101590,2019-01-28,14225,1
103053,2019-09-19,6420,3
100836,2019-11-23,9880,1
103559,2019-09-14,17140,1
105725,2019-04-20,21540,4
102627,2019-11-22,26808,8
103461,2019-11-12,3980,1
104234,2019-08-21,19179,2
105237,2019-07-07,3880,1
104450,2019-02-04,47173,7
104435,2019-10-17,6555,1
102417,2019-02-06,23460,9
103026,2019-07-29,4590,2
102420,2019-08-28,8330,4
103892,2019-10-29,21186,1
101511,2019-04-09,39410,2
100559,2019-08-26,5888,3
102612,2019-05-25,3770,2
104826,2019-05-27,14410,3
102852,2019-08-13,10220,3
105335,2019-05-22,3300,1
101454,2019-12-29,12920,3
103616,2019-11-01,5605,1
100012,2019-01-25,4404,2
104713,2019-09-09,9540,1
104068,2019-03-06,8470,3
100533,2019-03-18,6000,1
100486,2019-01-13,4650,1
102588,2019-11-19,8820,1
100829,2019-09-16,6970,1
103139,2019-12-30,19700,1
100416,2019-11-28,11122,5
102980,2019-03-29,7100,2
102071,2019-05-01,5140,2
103681,2019-09-17,2918,2
101768,2019-05-13,2470,1
101666,2019-07-21,13235,3
105461,2019-06-09,2950,1
103719,2019-04-20,4106,2
103463,2019-04-27,16230,3
101354,2019-03-09,9230,5
105469,2019-01-31,10750,1
102869,2019-10-30,18089,2
100055,2019-04-10,24818,4
103211,2019-02-26,4950,1
102908,2019-03-06,23280,2
100194,2019-09-02,10320,5
103177,2019-12-23,1256,1
102645,2019-12-01,3560,1
104548,2019-04-23,29675,3
102643,2019-03-12,3190,1
103501,2019-09-24,15030,4
103186,2019-01-30,27500,1
101850,2019-12-05,28876,3
101675,2019-01-18,3456,1
104834,2019-01-17,13168,1
105138,2019-07-27,3470,2
104032,2019-04-27,2980,2
101574,2019-10-16,32650,2
100361,2019-09-21,15116,3
100117,2019-01-11,22550,4
101559,2019-02-21,9957,2
104024,2019-06-25,5310,2
100217,2019-04-29,2514,2
100234,2019-11-19,4410,1
100959,2019-06-16,9045,1
104293,2019-11-02,4050,1
101963,2019-11-24,4847,3
103754,2019-06-15,6466,2
105019,2019-07-09,18356,2
104768,2019-12-27,3800,1
100545,2019-04-12,7090,3
105058,2019-09-02,3705,1
100587,2019-08-20,4308,1
101400,2019-12-01,2820,1
105212,2019-11-03,1191,1
100037,2019-02-18,3750,1
104018,2019-03-16,3200,1
104026,2019-10-06,3562,2
100238,2019-04-14,7950,1
100239,2019-11-04,4038,1
101135,2019-07-16,4500,1
105600,2019-05-21,10220,2
100459,2019-03-18,3279,3
105010,2019-09-18,6331,2
105598,2019-02-23,38181,4
101178,2019-07-01,5768,2
101465,2019-10-17,11153,5
100127,2019-09-12,21255,5
104225,2019-08-27,5514,3
103915,2019-06-26,6175,1
104568,2019-05-29,30394,10
101153,2019-06-05,20650,2
103159,2019-03-09,4744,3
103679,2019-04-08,9540,1
101900,2019-04-30,4770,1
105106,2019-04-24,3782,2
102751,2019-06-16,1965,1
105913,2019-05-28,6300,1
100740,2019-10-23,4800,1
101090,2019-10-06,4550,2
104249,2019-10-05,4954,1
100638,2019-12-31,2346,1
104847,2019-11-11,3960,2
103587,2019-06-10,11700,1
102038,2019-10-27,45181,4
105896,2019-03-02,3477,2
100931,2019-01-05,3266,2
105897,2019-09-24,14200,2
104637,2019-04-23,1125,1
100464,2019-06-03,8200,2
104545,2019-12-08,12384,4
102832,2019-09-15,3600,1
105141,2019-06-07,3078,1
101730,2019-05-25,13992,5
101731,2019-12-15,3781,1
101073,2019-07-12,11955,3
102485,2019-05-20,14385,4
105625,2019-05-08,4560,1
105935,2019-04-27,38760,2
102777,2019-11-18,12338,2
104736,2019-08-27,4040,2
102222,2019-09-29,5284,2
100906,2019-03-04,7505,2
104867,2019-02-19,15349,3
103303,2019-11-22,3200,1
103781,2019-11-17,6720,2
101427,2019-04-29,33331,4
105816,2019-04-09,5172,2
105163,2019-05-06,3880,1
103193,2019-06-30,10770,1
100190,2019-05-07,15000,1
103247,2019-07-14,20800,7
102627,2019-12-29,4593,3
100328,2019-11-04,9120,2
100981,2019-10-07,3249,1
105890,2019-07-17,12590,1
101028,2019-03-23,9660,3
101929,2019-10-28,19980,3
105552,2019-03-01,3570,1
101626,2019-10-08,8636,3
100303,2019-05-26,4106,2
103892,2019-12-04,32864,3
104276,2019-02-23,4918,2
101361,2019-06-23,90045,6
102168,2019-07-27,5700,1
100559,2019-10-01,3960,1
102393,2019-09-25,7291,3
101460,2019-10-27,13500,1
103816,2019-07-14,8480,1
105893,2019-04-16,3250,1
100448,2019-07-17,1960,1
101046,2019-08-23,4202,2
101273,2019-02-12,6450,1
103941,2019-10-27,4400,2
102135,2019-08-29,5264,1
102484,2019-01-22,19700,3
101171,2019-04-10,12074,3
101985,2019-04-20,4660,1
105055,2019-03-25,17480,7
105068,2019-10-15,23760,3
103587,2019-11-02,5880,2
102980,2019-05-04,12620,4
101478,2019-09-16,5820,2
105487,2019-12-22,4240,1
102422,2019-05-30,4161,1
105231,2019-12-29,2160,1
102922,2019-10-07,7420,2
101111,2019-07-07,5390,1
105516,2019-03-01,18211,4
102814,2019-04-23,6900,1
101755,2019-01-18,25560,2
100800,2019-09-17,4350,1
102800,2019-07-13,5700,1
101427,2019-09-21,5340,3
105796,2019-02-09,1440,1
105809,2019-08-31,1950,1
101095,2019-11-03,7760,1
103054,2019-08-12,6270,2
102447,2019-02-14,4490,1
101599,2019-12-19,16440,1
103564,2019-02-11,1728,1
101306,2019-04-29,8080,2
101309,2019-11-19,3920,1
105206,2019-11-02,15480,3
102392,2019-04-17,14505,3
100783,2019-06-23,5276,1
103494,2019-04-09,5190,2
105650,2019-06-05,30428,2
104088,2019-10-21,6150,2
104135,2019-10-16,6900,1
103444,2019-10-21,12580,3
101271,2019-12-03,3180,1
105129,2019-04-10,7600,2
105468,2019-03-11,10350,2
102869,2019-01-10,55304,4
104858,2019-12-04,12839,4
101160,2019-09-19,5159,2
103754,2019-07-22,8750,1
105065,2019-01-21,3950,1
104202,2019-07-17,28120,1
100405,2019-12-24,79876,1
103354,2019-06-03,7480,3
104661,2019-10-31,9945,2
101399,2019-06-18,9300,1
101797,2019-12-18,5356,1
103452,2019-03-17,2304,1
103098,2019-11-23,17220,2
101997,2019-07-24,41000,1
103850,2019-09-17,25600,2
101850,2019-02-17,3610,1
105667,2019-08-22,3575,1
102958,2019-02-07,13300,3
101699,2019-04-15,17600,2
102680,2019-03-28,5581,2
105598,2019-03-30,29320,2
101719,2019-11-05,3000,1
102331,2019-11-03,5240,1
104883,2019-05-04,6841,2
102728,2019-10-13,37140,4
100985,2019-06-18,5710,3
105498,2019-05-28,3822,1
103629,2019-11-07,17595,3
105514,2019-12-18,6350,1
103352,2019-08-14,5225,1
102569,2019-01-12,18315,6
104293,2019-01-14,11560,2
104858,2019-01-09,30857,11
105230,2019-10-31,10348,3
100607,2019-10-15,1216,1
100957,2019-09-30,5160,1
101853,2019-06-10,5170,2
101454,2019-08-01,10752,2
100747,2019-03-10,135070,8
105863,2019-07-11,14885,4
105307,2019-07-27,3822,2
105245,2019-09-14,9140,2
105755,2019-02-19,2460,2
103096,2019-08-17,20300,3
101897,2019-12-17,8245,2
104087,2019-11-22,3440,1
105708,2019-11-07,3266,2
102619,2019-11-19,6280,2
105033,2019-06-20,2641,2
105739,2019-08-20,7170,3
101017,2019-09-03,7500,2
105785,2019-01-25,3210,2
104942,2019-08-18,12008,3
104587,2019-12-15,54480,1
103356,2019-04-09,9720,2
100293,2019-11-06,41417,5
102841,2019-08-10,7371,2
100959,2019-12-15,15560,3
103682,2019-01-10,7220,2
105361,2019-03-11,3460,2
103853,2019-07-29,9034,2
105859,2019-05-01,9196,2
101244,2019-02-19,2860,1
100564,2019-01-07,4200,2
102794,2019-04-24,16475,3
100585,2019-07-29,29710,4
102039,2019-07-29,3180,1
101681,2019-10-12,1880,1
102488,2019-02-22,41216,14
104691,2019-12-24,7150,2
105040,2019-05-17,3544,3
105587,2019-09-04,6462,2
100075,2019-03-20,3280,1
100426,2019-09-25,4500,1
101028,2019-04-30,2980,1
103935,2019-09-07,3825,2
104634,2019-01-15,3160,2
104373,2019-06-16,14008,1
102971,2019-12-14,10875,1
103800,2019-08-19,3400,1
102066,2019-11-10,6130,2
105395,2019-05-28,4820,2
104713,2019-11-23,4341,2
105870,2019-12-10,10226,2
103304,2019-09-03,18862,3
100601,2019-04-03,3020,1
103053,2019-01-06,21930,5
103402,2019-06-17,5500,1
104648,2019-02-12,23240,8
100587,2019-03-24,4240,1
101085,2019-11-23,3960,1
105946,2019-02-16,12000,1
100494,2019-05-22,3160,2
105448,2019-12-04,3875,1
105145,2019-12-16,1590,1
100927,2019-09-12,3781,1
100415,2019-07-20,3876,1
103236,2019-06-04,4200,1
104436,2019-08-26,7698,3
102990,2019-09-16,3955,1
101827,2019-03-16,1800,1
101478,2019-10-23,4305,2
103892,2019-02-16,3980,1
100331,2019-02-28,1805,1
100939,2019-02-23,2112,1
104278,2019-06-15,13280,3
105329,2019-11-18,7230,2
101260,2019-06-01,13200,1
100551,2019-02-11,8402,2
101312,2019-10-10,7668,3
101482,2019-02-08,3195,1
100055,2019-06-24,2728,2
104868,2019-09-19,7429,1
105009,2019-09-04,4000,1
101427,2019-10-28,15477,6
102447,2019-03-21,3798,2
100642,2019-06-09,1360,1
104640,2019-12-14,1590,1
102648,2019-05-17,7302,2
105071,2019-07-17,9544,2
102552,2019-01-02,38706,6
104041,2019-12-01,7950,1
105744,2019-09-17,3600,1
104977,2019-02-25,9804,1
102329,2019-09-25,7290,1
103933,2019-11-23,3144,2
104403,2019-11-18,3100,1
101667,2019-05-30,2530,2
100514,2019-03-03,8386,1
104023,2019-02-17,3159,2
103269,2019-12-12,13205,2
102769,2019-08-20,8910,3
103730,2019-02-07,5700,1
102371,2019-04-20,19230,1
103563,2019-07-08,9960,1
102820,2019-04-15,7029,3
102411,2019-11-03,4770,2
105967,2019-10-12,16800,2
105360,2019-04-14,3100,1
100012,2019-08-31,3600,1
102146,2019-06-18,8390,3
102253,2019-08-24,3980,1
104640,2019-01-19,4767,1
103098,2019-12-30,6240,1
102065,2019-01-26,5155,2
102665,2019-01-21,7040,1
103747,2019-06-10,12358,2
104494,2019-05-03,18278,3
105117,2019-10-02,111610,5
103560,2019-12-15,5890,2
103132,2019-02-10,8835,3
102284,2019-12-15,2388,1
101136,2019-12-17,13580,2
